variant,question,expected_no_answer,question_type,difficulty,knowledge_scope,crag_action,hit,mrr,recall,precision,correctness,faithfulness,relevance,fallback_appropriate,hallucination,issue_type,summary
"BASELINE_B","学生证自助注册机的采购单价和数量分别是多少？",false,"procedure","easy","finance_kb","ANSWER",1.0,0.5,1.0,0.2,5,5,5,true,false,"none","回答准确完整，完全符合证据"
"SYSTEM","学生证自助注册机的采购单价和数量分别是多少？",false,"procedure","easy","finance_kb","ANSWER",1.0,0.5,1.0,0.3333333333333333,5,5,5,true,false,"none","回答完全准确且忠于证据"
"BASELINE_A","用于学生自助报到注册的耗材是什么？其单价和总预算分别是多少？",false,"material","medium","finance_kb","ANSWER",0.0,0.0,0.0,0.0,1,5,2,false,false,"retrieval","应答但无检索证据，错误拒答"
"BASELINE_B","用于学生自助报到注册的耗材是什么？其单价和总预算分别是多少？",false,"material","medium","finance_kb","ANSWER",1.0,0.2,1.0,0.2,5,5,5,true,false,"none","回答完全准确且忠于证据"
"SYSTEM","用于学生自助报到注册的耗材是什么？其单价和总预算分别是多少？",false,"material","medium","finance_kb","ANSWER",1.0,0.5,1.0,0.2,5,5,5,true,false,"none","回答完全准确且忠于证据"
"BASELINE_A","国新院图书馆对入馆者的着装有什么具体要求？",false,"policy","easy","affairs_kb","ANSWER",0.0,0.0,0.0,0.0,1,5,3,false,false,"retrieval","应答但未检索到证据"
"BASELINE_B","国新院图书馆对入馆者的着装有什么具体要求？",false,"policy","easy","affairs_kb","ANSWER",0.0,0.0,0.0,0.0,5,5,5,true,false,"none","回答完全符合标准答案和证据"
"SYSTEM","国新院图书馆对入馆者的着装有什么具体要求？",false,"policy","easy","affairs_kb","ANSWER",0.0,0.0,0.0,0.0,1,5,1,false,false,"retrieval","检索失败，未找到图书馆着装要求"
"BASELINE_A","在国新院图书馆内，哪些行为属于被禁止的消防安全违规行为？",false,"policy","medium","affairs_kb","ANSWER",0.0,0.0,0.0,0.0,2,1,4,false,true,"generation","回答严重编造，证据缺失"
"BASELINE_B","在国新院图书馆内，哪些行为属于被禁止的消防安全违规行为？",false,"policy","medium","affairs_kb","ANSWER",0.0,0.0,0.0,0.0,2,1,3,false,true,"generation","回答编造不存在的《国新院图书馆入馆须知》及条款"
"SYSTEM","在国新院图书馆内，哪些行为属于被禁止的消防安全违规行为？",false,"policy","medium","affairs_kb","ANSWER",0.0,0.0,0.0,0.0,2,1,3,false,true,"generation","回答严重偏离证据，大量编造禁令"
"BASELINE_A","如果在校内读者借用他人校园一卡通进入国新院图书馆，会有什么后果？",false,"procedure","medium","affairs_kb","ANSWER",0.0,0.0,0.0,0.0,2,1,4,false,true,"generation","回答编造具体处罚细则，无证据支持"
"BASELINE_B","如果在校内读者借用他人校园一卡通进入国新院图书馆，会有什么后果？",false,"procedure","medium","affairs_kb","ANSWER",0.0,0.0,0.0,0.0,5,5,5,true,false,"none","回答准确、忠于证据、直接切题"
"SYSTEM","如果在校内读者借用他人校园一卡通进入国新院图书馆，会有什么后果？",false,"procedure","medium","affairs_kb","ANSWER",0.0,0.0,0.0,0.0,4,4,5,true,true,"generation","基本正确但编造了处理细节"
"BASELINE_A","北航国新院的发票抬头是什么？",false,"policy","easy","finance_kb","ANSWER",0.0,0.0,0.0,0.0,1,5,2,false,false,"fallback","应答但未作答，错误拒答"
"BASELINE_B","北航国新院的发票抬头是什么？",false,"policy","easy","finance_kb","ANSWER",0.0,0.0,0.0,0.0,5,5,5,true,false,"none","回答完全正确且忠于证据"
"SYSTEM","北航国新院的发票抬头是什么？",false,"policy","easy","finance_kb","ANSWER",1.0,0.5,1.0,0.2,5,5,5,true,false,"none","回答完全正确且忠于证据"
"BASELINE_A","给北航国新院对公转账，需要提供哪些银行信息？",false,"procedure","medium","finance_kb","ANSWER",0.0,0.0,0.0,0.0,1,3,2,false,false,"retrieval","应答但未提供答案，检索失败"
"BASELINE_B","给北航国新院对公转账，需要提供哪些银行信息？",false,"procedure","medium","finance_kb","ANSWER",0.0,0.0,0.0,0.0,5,3,5,true,true,"generation","银行信息正确，但编造了发票抬头等未检索到的信息"
"SYSTEM","给北航国新院对公转账，需要提供哪些银行信息？",false,"procedure","medium","finance_kb","ANSWER",1.0,0.5,1.0,0.16666666666666666,5,5,5,true,false,"none","回答准确完整，完全依据证据"
"BASELINE_A","北航国新院的统一社会信用代码和联系电话分别是多少？",false,"contact","easy","finance_kb","ANSWER",0.0,0.0,0.0,0.0,1,5,2,false,false,"retrieval","应答但未检索到关键信息"
"BASELINE_B","北航国新院的统一社会信用代码和联系电话分别是多少？",false,"contact","easy","finance_kb","ANSWER",1.0,0.25,1.0,0.2,5,4,5,true,false,"none","答案正确，电话信息虽未在证据中明确写出但与标准答案一致"
"SYSTEM","北航国新院的统一社会信用代码和联系电话分别是多少？",false,"contact","easy","finance_kb","ANSWER",0.0,0.0,0.0,0.0,3,2,4,false,true,"generation","信用代码正确，电话全为编造"
"BASELINE_A","哪些学生可以申请杭州市北航国际创新研究院的临时困难补助？",false,"eligibility","medium","affairs_kb","ANSWER",0.0,0.0,0.0,0.0,1,5,2,false,false,"retrieval","应答但未检索到关键信息"
"BASELINE_B","哪些学生可以申请杭州市北航国际创新研究院的临时困难补助？",false,"eligibility","medium","affairs_kb","ANSWER",0.0,0.0,0.0,0.0,1,5,1,false,false,"retrieval","检索失败，未找到补助政策相关证据"
"SYSTEM","哪些学生可以申请杭州市北航国际创新研究院的临时困难补助？",false,"eligibility","medium","affairs_kb","ANSWER",1.0,0.25,1.0,0.16666666666666666,5,4,5,true,true,"generation","基本正确但编造了补助额度等未提供证据的内容"
"BASELINE_A","临时困难补助的资助额度分为几档？每档范围是多少？",false,"policy","easy","affairs_kb","ANSWER",0.0,0.0,0.0,0.0,1,1,4,false,true,"generation","回答编造三档金额，与标准答案严重不符"
"BASELINE_B","临时困难补助的资助额度分为几档？每档范围是多少？",false,"policy","easy","affairs_kb","ANSWER",0.0,0.0,0.0,0.0,1,5,1,false,false,"retrieval","检索失败，未找到相关文档"
"SYSTEM","临时困难补助的资助额度分为几档？每档范围是多少？",false,"policy","easy","affairs_kb","ANSWER",1.0,0.25,1.0,0.16666666666666666,5,3,5,true,true,"generation","分档正确但编造评定依据"
"BASELINE_A","学生申请临时困难补助后，审批流程主要经过哪些环节？",false,"procedure","medium","affairs_kb","ANSWER",0.0,0.0,0.0,0.0,2,1,4,false,true,"generation","流程编造，与标准答案严重不符"
"BASELINE_B","学生申请临时困难补助后，审批流程主要经过哪些环节？",false,"procedure","medium","affairs_kb","ANSWER",0.0,0.0,0.0,0.0,1,5,1,false,false,"retrieval","应答错误拒答，实际可答"
"SYSTEM","学生申请临时困难补助后，审批流程主要经过哪些环节？",false,"procedure","medium","affairs_kb","ANSWER",0.0,0.0,0.0,0.0,4,4,5,true,false,"none","流程基本正确，细节略有扩展"
"BASELINE_A","研究生办理退学时，是否需要确认还清助学贷款？",false,"procedure","easy","campus_life_kb","ANSWER",0.0,0.0,0.0,0.0,5,1,5,false,true,"generation","答案正确但无证据支持，存在幻觉"
"BASELINE_B","研究生办理退学时，是否需要确认还清助学贷款？",false,"procedure","easy","campus_life_kb","ANSWER",0.0,0.0,0.0,0.0,4,4,5,true,false,"none","回答基本正确，但未精准对应‘还贷款确认’环节"
"SYSTEM","研究生办理退学时，是否需要确认还清助学贷款？",false,"procedure","easy","campus_life_kb","ANSWER",0.0,0.0,0.0,0.0,1,5,3,false,false,"retrieval","检索缺失关键证据，未答出‘需要还贷款确认’"
"BASELINE_A","素质拓展预约属于学生服务大厅现场办理的业务吗？",false,"procedure","easy","campus_life_kb","ANSWER",0.0,0.0,0.0,0.0,5,3,5,true,true,"generation","答案正确但编造了平台网址和细节"
"BASELINE_B","素质拓展预约属于学生服务大厅现场办理的业务吗？",false,"procedure","easy","campus_life_kb","ANSWER",0.0,0.0,0.0,0.0,5,5,5,true,false,"none","回答准确且完全依据证据"
"SYSTEM","素质拓展预约属于学生服务大厅现场办理的业务吗？",false,"procedure","easy","campus_life_kb","ANSWER",0.0,0.0,0.0,0.0,2,4,3,false,false,"retrieval","应答错误，实际属于非大厅业务"
"BASELINE_A","新生校园卡制作发放的办理周期是多久？",false,"time","easy","campus_life_kb","ANSWER",0.0,0.0,0.0,0.0,1,1,3,false,true,"generation","回答与标准答案严重不符且无证据支持"
"BASELINE_B","新生校园卡制作发放的办理周期是多久？",false,"time","easy","campus_life_kb","ANSWER",0.0,0.0,0.0,0.0,5,5,5,true,false,"none","回答准确、忠于证据、直接相关"
"SYSTEM","新生校园卡制作发放的办理周期是多久？",false,"time","easy","campus_life_kb","ANSWER",1.0,0.25,1.0,0.2,5,4,5,true,true,"generation","答案正确但编造了未提及的流程细节"
"BASELINE_A","杭州市邀请外国人来华时，担保单位需指定哪两类专人负责签证申请相关事务？",false,"procedure","easy","external_kb","ANSWER",0.0,0.0,0.0,0.0,1,5,2,false,false,"retrieval","应答但无检索证据，错误拒答"
"BASELINE_B","杭州市邀请外国人来华时，担保单位需指定哪两类专人负责签证申请相关事务？",false,"procedure","easy","external_kb","ANSWER",0.0,0.0,0.0,0.0,1,3,2,false,false,"retrieval","检索失败，未找到相关证据"
"SYSTEM","杭州市邀请外国人来华时，担保单位需指定哪两类专人负责签证申请相关事务？",false,"procedure","easy","external_kb","ANSWER",1.0,1.0,1.0,0.16666666666666666,5,5,5,true,false,"none","回答准确完整，完全符合证据"
"BASELINE_A","根据杭州市外事办要求，担保单位对被邀请外国人在华期间承担哪些管理责任？",false,"policy","medium","external_kb","ANSWER",0.0,0.0,0.0,0.0,1,1,1,false,false,"retrieval","应答但无检索证据，错误拒答"
"BASELINE_B","根据杭州市外事办要求，担保单位对被邀请外国人在华期间承担哪些管理责任？",false,"policy","medium","external_kb","ANSWER",0.0,0.0,0.0,0.0,1,5,1,false,false,"retrieval","检索失败，未返回任何有效信息"
"SYSTEM","根据杭州市外事办要求，担保单位对被邀请外国人在华期间承担哪些管理责任？",false,"policy","medium","external_kb","ANSWER",1.0,1.0,1.0,0.16666666666666666,3,2,4,false,true,"generation","回答部分正确但编造了证据未提及的责任条款"
"BASELINE_A","杭州市邀请外国人来华担保书中，联系人徐璟瑶的联系电话是多少？",false,"contact","easy","external_kb","ANSWER",0.0,0.0,0.0,0.0,1,5,2,false,false,"fallback","应答但未检索到，错误拒答"
"BASELINE_B","杭州市邀请外国人来华担保书中，联系人徐璟瑶的联系电话是多少？",false,"contact","easy","external_kb","ANSWER",0.0,0.0,0.0,0.0,1,5,2,false,false,"retrieval","检索失败，未找到联系人电话"
"SYSTEM","杭州市邀请外国人来华担保书中，联系人徐璟瑶的联系电话是多少？",false,"contact","easy","external_kb","ANSWER",1.0,1.0,1.0,0.16666666666666666,5,2,5,true,true,"generation","答案正确但证据未提供电话，属幻觉"
"BASELINE_A","北航‘一人一策’办法中，I级心理问题学生指的是哪类情况？",false,"policy","easy","integrated_kb","ANSWER",0.0,0.0,0.0,0.0,1,1,4,false,true,"generation","回答与标准答案完全相反，严重幻觉"
"BASELINE_B","北航‘一人一策’办法中，I级心理问题学生指的是哪类情况？",false,"policy","easy","integrated_kb","ANSWER",0.0,0.0,0.0,0.0,1,5,1,false,false,"retrieval","检索失败，未找到相关文档"
"SYSTEM","北航‘一人一策’办法中，I级心理问题学生指的是哪类情况？",false,"policy","easy","integrated_kb","NO_ANSWER",0.0,0.0,0.0,0.0,1,5,1,false,false,"retrieval","检索失败，未找到‘一人一策’相关内容"
"BASELINE_A","哪些单位负责建立和每月报送‘一人一策’关心关爱学生台账？",false,"procedure","medium","integrated_kb","ANSWER",0.0,0.0,0.0,0.0,3,1,4,false,true,"generation","回答编造具体责任单位，证据缺失"
"BASELINE_B","哪些单位负责建立和每月报送‘一人一策’关心关爱学生台账？",false,"procedure","medium","integrated_kb","ANSWER",0.0,0.0,0.0,0.0,1,5,1,false,false,"retrieval","应答错误，未检索到关键信息"
"SYSTEM","哪些单位负责建立和每月报送‘一人一策’关心关爱学生台账？",false,"procedure","medium","integrated_kb","ANSWER",1.0,0.3333333333333333,1.0,0.16666666666666666,5,5,5,true,false,"none","回答准确、忠于证据、紧扣问题"
"BASELINE_A","《北京航空航天大学“一人一策”关心关爱学生实施办法》由哪个部门负责解释？",false,"contact","easy","integrated_kb","ANSWER",0.0,0.0,0.0,0.0,4,2,5,false,true,"generation","回答部分正确但编造部门名称"
"BASELINE_B","《北京航空航天大学“一人一策”关心关爱学生实施办法》由哪个部门负责解释？",false,"contact","easy","integrated_kb","ANSWER",0.0,0.0,0.0,0.0,1,5,2,false,false,"retrieval","检索失败，未找到关键文件"
"SYSTEM","《北京航空航天大学“一人一策”关心关爱学生实施办法》由哪个部门负责解释？",false,"contact","easy","integrated_kb","ANSWER",1.0,1.0,1.0,0.16666666666666666,5,5,5,true,false,"none","回答准确、忠实证据、无幻觉"
"BASELINE_A","申报浙江省首台（套）装备认定和奖励的时间安排是怎样的？",false,"time","easy","research_kb","ANSWER",0.0,0.0,0.0,0.0,1,5,2,false,false,"fallback","应答标准答案却拒答"
"BASELINE_B","申报浙江省首台（套）装备认定和奖励的时间安排是怎样的？",false,"time","easy","research_kb","ANSWER",0.0,0.0,0.0,0.0,5,5,5,true,false,"none","回答准确、忠于证据、紧扣问题"
"SYSTEM","申报浙江省首台（套）装备认定和奖励的时间安排是怎样的？",false,"time","easy","research_kb","ANSWER",1.0,1.0,1.0,0.16666666666666666,5,5,5,true,false,"none","回答准确、忠于证据、紧扣问题"
"BASELINE_A","博士后专项资助经费申请中，评审表需要哪些环节才能上传至钉钉流程？",false,"procedure","medium","research_kb","ANSWER",0.0,0.0,0.0,0.0,1,3,2,false,false,"retrieval","应答但未检索到证据"
"BASELINE_B","博士后专项资助经费申请中，评审表需要哪些环节才能上传至钉钉流程？",false,"procedure","medium","research_kb","ANSWER",0.0,0.0,0.0,0.0,5,5,5,true,false,"none","回答完全符合标准答案和证据"
"SYSTEM","博士后专项资助经费申请中，评审表需要哪些环节才能上传至钉钉流程？",false,"procedure","medium","research_kb","ANSWER",1.0,1.0,1.0,0.16666666666666666,2,1,3,false,true,"generation","回答编造评审流程，证据未提平台评审和主任签字"
"BASELINE_A","公示材料用印前必须完成什么前提条件？",false,"procedure","easy","research_kb","ANSWER",0.0,0.0,0.0,0.0,5,2,5,false,true,"generation","答案正确但编造大量证据未支持的细节"
"BASELINE_B","公示材料用印前必须完成什么前提条件？",false,"procedure","easy","research_kb","ANSWER",0.0,0.0,0.0,0.0,1,3,1,false,false,"retrieval","应答错误，未找到正确证据却拒答"
"SYSTEM","公示材料用印前必须完成什么前提条件？",false,"procedure","easy","research_kb","NO_ANSWER",0.0,0.0,0.0,0.0,1,3,2,false,false,"retrieval","应答错误，未给出正确前提条件"
"BASELINE_A","在尖兵领雁申报系统中，提交后的草稿还能不能查看或编辑？",false,"procedure","easy","research_kb","ANSWER",0.0,0.0,0.0,0.0,4,2,5,false,true,"generation","回答部分正确但编造细节"
"BASELINE_B","在尖兵领雁申报系统中，提交后的草稿还能不能查看或编辑？",false,"procedure","easy","research_kb","ANSWER",0.0,0.0,0.0,0.0,5,5,5,true,false,"none","提交后草稿被自动删除，无法查看或编辑"
"SYSTEM","在尖兵领雁申报系统中，提交后的草稿还能不能查看或编辑？",false,"procedure","easy","research_kb","ANSWER",1.0,1.0,1.0,0.16666666666666666,5,5,5,true,false,"none","提交后草稿被自动删除，无法查看或编辑"
"BASELINE_A","如果尖兵领雁申报书已在政务服务网提交，想修改应如何操作？",false,"procedure","medium","research_kb","ANSWER",0.0,0.0,0.0,0.0,2,1,4,false,true,"generation","回答编造操作细节，与标准答案矛盾"
"BASELINE_B","如果尖兵领雁申报书已在政务服务网提交，想修改应如何操作？",false,"procedure","medium","research_kb","ANSWER",0.0,0.0,0.0,0.0,5,5,5,true,false,"none","回答准确、忠于证据、完整解决用户问题"
"SYSTEM","如果尖兵领雁申报书已在政务服务网提交，想修改应如何操作？",false,"procedure","medium","research_kb","ANSWER",0.0,0.0,0.0,0.0,3,2,4,false,true,"generation","回答编造退回流程，证据仅提作废未提退回操作"
"BASELINE_A","尖兵领雁申报的技术支持电话和钉钉答疑群号分别是多少？",false,"contact","easy","research_kb","ANSWER",0.0,0.0,0.0,0.0,1,1,5,false,true,"generation","电话和群号均错误，属幻觉"
"BASELINE_B","尖兵领雁申报的技术支持电话和钉钉答疑群号分别是多少？",false,"contact","easy","research_kb","ANSWER",0.0,0.0,0.0,0.0,1,5,1,false,false,"retrieval","检索失败，未找到联系方式信息"
"SYSTEM","尖兵领雁申报的技术支持电话和钉钉答疑群号分别是多少？",false,"contact","easy","research_kb","ANSWER",0.0,0.0,0.0,0.0,1,5,1,false,false,"retrieval","检索失败，未返回应有联系方式"
"BASELINE_A","北京航空航天大学为研究生出国交流提供了哪些经费支持项目？每项每年资助金额是多少？",false,"procedure","medium","integrated_kb","ANSWER",0.0,0.0,0.0,0.0,1,5,3,false,false,"retrieval","应答但未检索到证据，错误拒答"
"BASELINE_B","北京航空航天大学为研究生出国交流提供了哪些经费支持项目？每项每年资助金额是多少？",false,"procedure","medium","integrated_kb","ANSWER",0.0,0.0,0.0,0.0,1,5,1,false,false,"retrieval","检索失败，未找到相关经费项目信息"
"SYSTEM","北京航空航天大学为研究生出国交流提供了哪些经费支持项目？每项每年资助金额是多少？",false,"procedure","medium","integrated_kb","ANSWER",0.0,0.0,0.0,0.0,1,5,1,false,false,"retrieval","检索失败，未找到经费支持项目信息"
"BASELINE_A","北航近年研究生毕业生的一次就业率是多少？主要就业领域有哪些？",false,"statistic","easy","integrated_kb","ANSWER",0.0,0.0,0.0,0.0,1,5,2,false,false,"fallback","应答但错误拒答"
"BASELINE_B","北航近年研究生毕业生的一次就业率是多少？主要就业领域有哪些？",false,"statistic","easy","integrated_kb","ANSWER",0.0,0.0,0.0,0.0,1,5,1,false,false,"retrieval","检索失败，应答错误拒答"
"SYSTEM","北航近年研究生毕业生的一次就业率是多少？主要就业领域有哪些？",false,"statistic","easy","integrated_kb","ANSWER",0.0,0.0,0.0,0.0,1,5,3,false,false,"retrieval","应答但未利用标准答案，属检索失败"
"BASELINE_A","报考北航研究生时，考生应如何科学选择学院和专业？",false,"policy","medium","integrated_kb","ANSWER",0.0,0.0,0.0,0.0,1,5,1,false,false,"retrieval","应答错误拒答，实际问题可回答"
"BASELINE_B","报考北航研究生时，考生应如何科学选择学院和专业？",false,"policy","medium","integrated_kb","ANSWER",0.0,0.0,0.0,0.0,1,5,1,false,false,"retrieval","检索失败，未返回有效答案"
"SYSTEM","报考北航研究生时，考生应如何科学选择学院和专业？",false,"policy","medium","integrated_kb","ANSWER",1.0,1.0,1.0,0.16666666666666666,4,3,5,true,true,"generation","回答基本正确但存在编造数据"
"BASELINE_A","在编制‘尖兵’‘领雁’研发攻关计划项目预算时，设备费中50万元以上和50万元以下的设备分别需要提供哪些具体信息？",false,"procedure","medium","research_kb","ANSWER",0.0,0.0,0.0,0.0,2,1,4,false,true,"generation","回答严重偏离标准答案，编造大量未提及信息"
"BASELINE_B","在编制‘尖兵’‘领雁’研发攻关计划项目预算时，设备费中50万元以上和50万元以下的设备分别需要提供哪些具体信息？",false,"procedure","medium","research_kb","ANSWER",1.0,0.5,1.0,0.2,4,4,5,true,false,"none","回答基本正确，细节略超证据但未编造"
"SYSTEM","在编制‘尖兵’‘领雁’研发攻关计划项目预算时，设备费中50万元以上和50万元以下的设备分别需要提供哪些具体信息？",false,"procedure","medium","research_kb","ANSWER",1.0,0.2,1.0,0.16666666666666666,3,2,4,false,true,"generation","回答编造了未在证据中出现的填报细节"
"BASELINE_A","‘尖兵’‘领雁’项目可行性报告中，关于项目预期目标部分应涵盖哪些具体内容？",false,"material","easy","research_kb","ANSWER",0.0,0.0,0.0,0.0,1,5,2,false,false,"retrieval","应答但未检索到证据，错误拒答"
"BASELINE_B","‘尖兵’‘领雁’项目可行性报告中，关于项目预期目标部分应涵盖哪些具体内容？",false,"material","easy","research_kb","ANSWER",0.0,0.0,0.0,0.0,3,2,4,false,true,"generation","回答编造了‘标志性成果与时间节点’等证据未提及内容"
"SYSTEM","‘尖兵’‘领雁’项目可行性报告中，关于项目预期目标部分应涵盖哪些具体内容？",false,"material","easy","research_kb","ANSWER",1.0,0.2,1.0,0.16666666666666666,2,2,4,false,true,"generation","回答严重偏离标准答案，编造六项内容"
"BASELINE_A","间接费用的核定比例是如何分档计算的？",false,"policy","medium","research_kb","ANSWER",0.0,0.0,0.0,0.0,1,5,1,false,false,"retrieval","应答但无检索证据，错误拒答"
"BASELINE_B","间接费用的核定比例是如何分档计算的？",false,"policy","medium","research_kb","ANSWER",0.0,0.0,0.0,0.0,5,4,5,true,true,"generation","回答基本正确但虚构了不存在的‘第5号文档’和‘国新院’规则"
"SYSTEM","间接费用的核定比例是如何分档计算的？",false,"policy","medium","research_kb","ANSWER",0.0,0.0,0.0,0.0,2,2,3,false,true,"generation","回答严重偏离标准答案，编造分档规则"
"BASELINE_A","在中法钉（中法合作项目使用的钉钉）里，怎么修改我的个人信息？",false,"procedure","easy","integrated_kb","ANSWER",0.0,0.0,0.0,0.0,1,1,1,false,false,"fallback","应答但错误兜底"
"BASELINE_B","在中法钉（中法合作项目使用的钉钉）里，怎么修改我的个人信息？",false,"procedure","easy","integrated_kb","ANSWER",0.0,0.0,0.0,0.0,1,5,1,false,false,"retrieval","检索失败，未返回有效答案"
"SYSTEM","在中法钉（中法合作项目使用的钉钉）里，怎么修改我的个人信息？",false,"procedure","easy","integrated_kb","ANSWER",0.0,0.0,0.0,0.0,1,3,3,false,true,"generation","回答与标准答案完全不符，且编造不支持修改"
"BASELINE_A","在中法钉修改个人信息时，需要先进入哪个模块才能找到‘修改/填写信息’选项？",false,"procedure","medium","integrated_kb","ANSWER",0.0,0.0,0.0,0.0,1,1,4,false,true,"generation","回答错误，标准答案为‘企业/团队’模块"
"BASELINE_B","在中法钉修改个人信息时，需要先进入哪个模块才能找到‘修改/填写信息’选项？",false,"procedure","medium","integrated_kb","ANSWER",0.0,0.0,0.0,0.0,1,5,1,false,false,"retrieval","检索失败，未找到相关模块信息"
"SYSTEM","在中法钉修改个人信息时，需要先进入哪个模块才能找到‘修改/填写信息’选项？",false,"procedure","medium","integrated_kb","ANSWER",0.0,0.0,0.0,0.0,1,5,1,false,false,"retrieval","检索失败，未找到相关模块信息"
"BASELINE_A","中法钉移动端修改完个人信息后，如何保存更改？",false,"procedure","easy","integrated_kb","ANSWER",0.0,0.0,0.0,0.0,3,1,4,false,true,"generation","将‘完成’错答为‘保存’，且编造必填项提示"
"BASELINE_B","中法钉移动端修改完个人信息后，如何保存更改？",false,"procedure","easy","integrated_kb","ANSWER",0.0,0.0,0.0,0.0,1,5,1,false,false,"retrieval","检索失败，未找到相关操作指引"
"SYSTEM","中法钉移动端修改完个人信息后，如何保存更改？",false,"procedure","easy","integrated_kb","NO_ANSWER",0.0,0.0,0.0,0.0,1,3,2,false,false,"fallback","应答已知问题却错误兜底"
"BASELINE_A","2024年度国家自然科学基金项目的指南发布时间和申报系统开放时间分别是哪天？",false,"time","easy","research_kb","ANSWER",0.0,0.0,0.0,0.0,1,5,3,false,false,"retrieval","应答但未检索到证据导致拒答"
"BASELINE_B","2024年度国家自然科学基金项目的指南发布时间和申报系统开放时间分别是哪天？",false,"time","easy","research_kb","ANSWER",0.0,0.0,0.0,0.0,5,4,5,true,true,"generation","答案正确但添加了证据未提及的细节"
"SYSTEM","2024年度国家自然科学基金项目的指南发布时间和申报系统开放时间分别是哪天？",false,"time","easy","research_kb","ANSWER",1.0,1.0,1.0,0.16666666666666666,5,4,5,true,true,"generation","答案核心正确，但添加了证据未支持的校内时间细节"
"BASELINE_A","杭州市自然科学基金项目2024年度的申报截止时间（依托单位提交）是哪天？",false,"time","medium","research_kb","ANSWER",0.0,0.0,0.0,0.0,1,5,3,false,false,"retrieval","应答但无证据，错误拒答"
"BASELINE_B","杭州市自然科学基金项目2024年度的申报截止时间（依托单位提交）是哪天？",false,"time","medium","research_kb","ANSWER",1.0,0.5,1.0,0.2,5,5,5,true,false,"none","回答准确、忠实证据、直接相关"
"SYSTEM","杭州市自然科学基金项目2024年度的申报截止时间（依托单位提交）是哪天？",false,"time","medium","research_kb","ANSWER",1.0,1.0,1.0,0.16666666666666666,5,2,5,true,true,"generation","答案正确但证据中无杭州市基金信息"
"BASELINE_A","哪些项目的指南发布时间在2024年9月？请列出项目类型。",false,"procedure","medium","research_kb","ANSWER",0.0,0.0,0.0,0.0,1,5,2,false,false,"retrieval","应答但无检索证据，错误拒答"
"BASELINE_B","哪些项目的指南发布时间在2024年9月？请列出项目类型。",false,"procedure","medium","research_kb","ANSWER",1.0,0.3333333333333333,1.0,0.2,5,5,5,true,false,"none","回答完全正确且忠于证据"
"SYSTEM","哪些项目的指南发布时间在2024年9月？请列出项目类型。",false,"procedure","medium","research_kb","ANSWER",1.0,1.0,1.0,0.16666666666666666,2,1,4,false,true,"generation","回答编造全部项目发布时间，证据中无9月信息"
"BASELINE_A","外籍或港澳台人员来院访问，如果只住酒店不住校园公寓，需要走哪些报备流程？",false,"procedure","easy","external_kb","ANSWER",0.0,0.0,0.0,0.0,1,1,3,false,true,"retrieval","编造流程，无视标准答案"
"BASELINE_B","外籍或港澳台人员来院访问，如果只住酒店不住校园公寓，需要走哪些报备流程？",false,"procedure","easy","external_kb","ANSWER",0.0,0.0,0.0,0.0,1,5,1,false,false,"retrieval","检索失败，未找到相关报备流程信息"
"SYSTEM","外籍或港澳台人员来院访问，如果只住酒店不住校园公寓，需要走哪些报备流程？",false,"procedure","easy","external_kb","ANSWER",1.0,1.0,1.0,0.16666666666666666,5,5,5,true,false,"none","回答完全符合标准答案，无编造"
"BASELINE_A","在校园公寓住宿的港澳台来访人员，入住当天需提交哪些证件材料？",false,"material","medium","external_kb","ANSWER",0.0,0.0,0.0,0.0,1,5,3,false,false,"retrieval","应答但未检索到证据，错误拒答"
"BASELINE_B","在校园公寓住宿的港澳台来访人员，入住当天需提交哪些证件材料？",false,"material","medium","external_kb","ANSWER",0.0,0.0,0.0,0.0,1,5,3,false,false,"retrieval","检索失败，未找到相关证件要求"
"SYSTEM","在校园公寓住宿的港澳台来访人员，入住当天需提交哪些证件材料？",false,"material","medium","external_kb","ANSWER",0.0,0.0,0.0,0.0,1,3,3,false,true,"generation","回答错误且编造，未按标准答案要求提供通行证照片"
"BASELINE_A","外籍人员来院参加国际学术会议并住在校园公寓，除事前报备外，还需在什么时间、通过什么方式完成哪项申报？",false,"procedure","medium","external_kb","ANSWER",0.0,0.0,0.0,0.0,2,1,3,false,true,"generation","回答编造申报路径和时限，与标准答案不符"
"BASELINE_B","外籍人员来院参加国际学术会议并住在校园公寓，除事前报备外，还需在什么时间、通过什么方式完成哪项申报？",false,"procedure","medium","external_kb","ANSWER",0.0,0.0,0.0,0.0,1,5,1,false,false,"retrieval","检索失败，未找到相关政策依据"
"SYSTEM","外籍人员来院参加国际学术会议并住在校园公寓，除事前报备外，还需在什么时间、通过什么方式完成哪项申报？",false,"procedure","medium","external_kb","ANSWER",1.0,1.0,1.0,0.16666666666666666,5,4,5,true,false,"none","回答准确完整，完全匹配标准答案"
"BASELINE_A","用于火车磁条充磁的设备是什么？采购了几台？",false,"material","medium","finance_kb","ANSWER",0.0,0.0,0.0,0.0,1,5,2,false,false,"fallback","应答但无检索证据，错误拒答"
"BASELINE_B","用于火车磁条充磁的设备是什么？采购了几台？",false,"material","medium","finance_kb","ANSWER",0.0,0.0,0.0,0.0,5,5,5,true,false,"none","回答完全准确且忠于证据"
